iso3_epoch,iso3,epoch,mts_pca_3feat_mean,mts_milex_mean,part_n_war_mean,part_n_minor_mean,war_minor_ratio_mean,extraterritorial_share_mean,vdem_v2x_polyarchy_mean,conflict_active_pct,log_brd_mean
BRN_2020s,BRN,2020s,0.18744030672667097,0.4450737440723974,0.0,0.0,0.12857142857142856,1.0,0.4992,0.0,0.0
BWA_1990s,BWA,1990s,0.19365334970389333,0.3985824277456778,0.0,0.09090909090909091,0.0,1.0,0.6859090909090909,0.09090909090909091,0.0
BWA_2000s,BWA,2000s,0.1902635212155462,0.42436579190849033,0.0,0.0,0.12857142857142856,1.0,0.7106999999999999,0.0,0.0
BWA_2010s,BWA,2010s,0.1841805662646487,0.4344292020687813,0.0,0.0,0.12857142857142856,1.0,0.6957,0.0,0.0
BWA_2020s,BWA,2020s,0.22211039335859173,0.44603635815556064,0.0,0.8,0.0,1.0,0.5816,0.8,0.0
CAF_1990s,CAF,1990s,0.09268556955663088,0.25125163931714606,0.0,0.0,0.12857142857142856,1.0,0.31027272727272726,0.0,0.0
CAF_2000s,CAF,2000s,0.09308236592345998,0.25640992722305506,0.0,0.5,0.0,0.125,0.31510000000000005,0.4,3.713572066704308
CAF_2010s,CAF,2010s,0.10691656731715644,0.27811485479682757,0.0,1.4,0.0,0.16666666666666666,0.3398,0.9,4.44500143383527
CAF_2020s,CAF,2020s,0.1503533044579985,0.29146909015210287,0.0,1.6,0.0,0.0,0.3286,1.0,6.031165913959534
CAN_1990s,CAN,1990s,0.38221578700605163,0.7026257239625286,0.18181818181818182,0.0,1.0,1.0,0.8367272727272727,0.18181818181818182,0.0
CAN_2000s,CAN,2000s,0.3825539279546004,0.70452222995706,0.6,0.8,0.48148148148148145,1.1666666666666667,0.8282,0.9,0.0
CAN_2010s,CAN,2010s,0.38729950663922275,0.7189551692539048,0.8,0.8,0.5925925925925926,1.2777777777777777,0.8248,0.9,0.0
CAN_2020s,CAN,2020s,0.38632777695138615,0.7366822443452711,0.2,1.6,0.1,1.0,0.8455999999999999,1.0,0.0
CHE_1990s,CHE,1990s,0.3635177951789244,0.6434314451658282,0.0,0.0,0.12857142857142856,1.0,0.8867272727272727,0.0,0.0
