iteration,cluster_0,cluster_1,cluster_2,cluster_3
86,0.4523809523809524,0.3925925925925926,0.5326460481099656,0.1917808219178082
87,0.5764705882352941,0.5950413223140496,0.5845070422535211,0.6287878787878788
88,0.5714285714285714,0.5772357723577236,0.47368421052631576,0.3006134969325153
89,0.45454545454545453,0.6260162601626016,0.47038327526132406,0.24260355029585798
90,0.41964285714285715,0.624,0.43686006825938567,0.14772727272727273
91,0.4247787610619469,0.616,0.4370629370629371,0.31137724550898205
92,0.027777777777777776,0.5748031496062992,0.4527027027027027,0.31901840490797545
93,0.34710743801652894,0.5950413223140496,0.4576271186440678,0.2138728323699422
94,0.5591397849462365,0.6,0.6183745583038869,0.5426356589147286
95,0.3684210526315789,0.5891472868217055,0.42517006802721086,0.1388888888888889
96,0.5465116279069767,0.5454545454545454,0.6354166666666666,0.582089552238806
97,0.48623853211009177,0.6666666666666666,0.4375,0.24719101123595505
98,0.6,0.5416666666666666,0.5929824561403508,0.6230769230769231
99,0.39097744360902253,0.44360902255639095,0.540268456375839,0.07857142857142857
